"id","year","temperaturamnimaextrema_acum","latitud","longitud","geom"
562,"2012",5.5,19.9725,-100.45111,POINT (-100.45111083984375 19.97249984741211)
563,"2012",5.5,20.120832,-98.74917,POINT (-98.7491683959961 20.120832443237305)
564,"2012",5.5,20.280834,-98.65861,POINT (-98.65860748291016 20.280834197998047)
565,"2012",5.5,20.667778,-100.608055,POINT (-100.6080551147461 20.66777801513672)
566,"2012",5.5,20.922222,-101.06111,POINT (-101.06111145019531 20.922222137451172)
567,"2012",5.5,21.152222,-100.951385,POINT (-100.95138549804688 21.1522216796875)
568,"2012",5.5,21.77861,-102.10389,POINT (-102.10388946533203 21.778610229492188)
569,"2012",5.5,21.809444,-102.12972,POINT (-102.12972259521484 21.809444427490234)
570,"2012",5.5,22.282778,-101.58083,POINT (-101.5808334350586 22.282777786254883)
571,"2012",5.5,22.411945,-99.84695,POINT (-99.8469467163086 22.411945343017578)
572,"2012",5.5,22.992777,-102.83722,POINT (-102.83721923828125 22.99277687072754)
573,"2012",5.5,23.09361,-101.55889,POINT (-101.55889129638672 23.093610763549805)
574,"2012",5.5,24.540277,-104.81028,POINT (-104.8102798461914 24.5402774810791)
575,"2012",5.5,28.466667,-109.53333,POINT (-109.53333282470703 28.46666717529297)
576,"2012",5.5,31.329166,-116.24778,POINT (-116.2477798461914 31.329166412353516)
577,"2012",5.6,20.398056,-100.88556,POINT (-100.88555908203125 20.398056030273438)
578,"2012",5.6,20.57611,-104.380554,POINT (-104.38055419921875 20.57611083984375)
579,"2012",5.6,21.258888,-103.156944,POINT (-103.15694427490234 21.258888244628906)
580,"2012",5.6,22.141388,-102.415276,POINT (-102.41527557373047 22.141387939453125)
581,"2012",5.6,22.183056,-100.940834,POINT (-100.94083404541016 22.183055877685547)
582,"2012",5.6,22.609167,-103.94833,POINT (-103.94833374023438 22.609167098999023)
583,"2012",5.6,22.831667,-102.498886,POINT (-102.49888610839844 22.831666946411133)
584,"2012",5.6,29.55,-104.4,POINT (-104.4000015258789 29.549999237060547)
585,"2012",5.7,18.33,-97.01417,POINT (-97.01416778564453 18.329999923706055)
586,"2012",5.7,19.086945,-98.88472,POINT (-98.88471984863281 19.086944580078125)
587,"2012",5.7,19.476667,-99.09139,POINT (-99.09139251708984 19.476667404174805)
588,"2012",5.7,20.201944,-101.82694,POINT (-101.82694244384766 20.20194435119629)
589,"2012",5.7,21.078611,-101.87111,POINT (-101.87110900878906 21.078611373901367)
590,"2012",5.7,21.155834,-100.91778,POINT (-100.91777801513672 21.155834197998047)
591,"2012",5.7,21.46861,-103.461945,POINT (-103.46194458007812 21.468610763549805)
592,"2012",5.7,21.731112,-102.452774,POINT (-102.45277404785156 21.731111526489258)
593,"2012",5.7,23.525,-104.72278,POINT (-104.7227783203125 23.524999618530273)
594,"2012",5.7,24.594166,-99.99695,POINT (-99.9969482421875 24.594165802001953)
595,"2012",5.7,28.670555,-106.13028,POINT (-106.13027954101562 28.670555114746094)
596,"2012",5.7,32.47222,-116.82111,POINT (-116.82111358642578 32.47222137451172)
597,"2012",5.7,20.504168,-100.424446,POINT (-100.42444610595703 20.504167556762695)
598,"2012",5.8,16.379168,-92.2375,POINT (-92.23750305175781 16.379167556762695)
599,"2012",5.8,17.686666,-97.39167,POINT (-97.39167022705078 17.68666648864746)
600,"2012",5.8,18.483334,-98.71667,POINT (-98.71666717529297 18.483333587646484)
601,"2012",5.8,19.26361,-97.148056,POINT (-97.14805603027344 19.26361083984375)
602,"2012",5.8,19.7,-101.183334,POINT (-101.18333435058594 19.700000762939453)
603,"2012",5.8,20.004168,-103.15417,POINT (-103.15416717529297 20.004167556762695)
604,"2012",5.8,20.608055,-102.21528,POINT (-102.21527862548828 20.608055114746094)
605,"2012",5.8,20.639444,-99.327774,POINT (-99.32777404785156 20.63944435119629)
606,"2012",5.8,22.362778,-102.29694,POINT (-102.29694366455078 22.362777709960938)
607,"2012",5.8,22.746944,-102.50667,POINT (-102.50666809082031 22.746944427490234)
608,"2012",5.8,23.983334,-99.75,POINT (-99.75 23.983333587646484)
609,"2012",5.8,24.518055,-104.78333,POINT (-104.78333282470703 24.518054962158203)
610,"2012",5.8,24.894444,-106.120834,POINT (-106.12083435058594 24.89444351196289)
611,"2012",5.8,30.811945,-110.7125,POINT (-110.7125015258789 30.81194496154785)
612,"2012",5.8,31.325834,-109.54889,POINT (-109.54888916015625 31.325834274291992)
613,"2012",5.8,20.705,-99.81389,POINT (-99.81388854980469 20.704999923706055)
614,"2012",5.9,17.065834,-96.878334,POINT (-96.87833404541016 17.065834045410156)
615,"2012",5.9,19.658333,-98.55,POINT (-98.55000305175781 19.65833282470703)
616,"2012",5.9,19.7975,-100.995,POINT (-100.99500274658203 19.797500610351562)
617,"2012",5.9,20.000834,-97.79417,POINT (-97.7941665649414 20.00083351135254)
618,"2012",5.9,22.039167,-101.8925,POINT (-101.89250183105469 22.039167404174805)
619,"2012",5.9,23.130556,-101.110275,POINT (-101.11027526855469 23.130556106567383)
620,"2012",5.9,23.331944,-109.94722,POINT (-109.94721984863281 23.33194351196289)
621,"2012",5.9,30.451944,-111.20611,POINT (-111.20610809326172 30.45194435119629)
622,"2012",6.0,18.227777,-97.57806,POINT (-97.57805633544922 18.2277774810791)
623,"2012",6.0,18.463888,-97.39306,POINT (-97.39305877685547 18.46388816833496)
624,"2012",6.0,18.869444,-97.91972,POINT (-97.91972351074219 18.869443893432617)
625,"2012",6.0,19.558056,-99.41389,POINT (-99.41388702392578 19.558055877685547)
626,"2012",6.0,19.695833,-96.84389,POINT (-96.84388732910156 19.695833206176758)
627,"2012",6.0,20.911945,-100.743614,POINT (-100.74361419677734 20.911945343017578)
628,"2012",6.0,21.983334,-103.6,POINT (-103.5999984741211 21.983333587646484)
629,"2012",6.0,28.633333,-106.083336,POINT (-106.08333587646484 28.633333206176758)
630,"2012",6.0,32.56889,-116.66111,POINT (-116.6611099243164 32.56888961791992)
631,"2012",6.1,18.738333,-97.91111,POINT (-97.9111099243164 18.738332748413086)
632,"2012",6.1,19.178888,-99.00278,POINT (-99.00277709960938 19.17888832092285)
633,"2012",6.1,20.319445,-101.45917,POINT (-101.45916748046875 20.31944465637207)
634,"2012",6.1,20.7625,-100.61472,POINT (-100.6147232055664 20.762500762939453)
635,"2012",6.1,21.018055,-102.825836,POINT (-102.82583618164062 21.018054962158203)
636,"2012",6.1,22.016945,-100.375,POINT (-100.375 22.016944885253906)
637,"2012",6.1,22.671667,-100.91556,POINT (-100.91555786132812 22.671667098999023)
638,"2012",6.2,16.739166,-92.03778,POINT (-92.03778076171875 16.739166259765625)
639,"2012",6.2,17.333055,-96.483055,POINT (-96.4830551147461 17.33305549621582)
640,"2012",6.2,18.2025,-97.4525,POINT (-97.45249938964844 18.202499389648438)
641,"2012",6.2,18.596111,-97.93,POINT (-97.93000030517578 18.596111297607422)
642,"2012",6.2,19.134722,-99.93,POINT (-99.93000030517578 19.134721755981445)
643,"2012",6.2,19.18389,-104.12556,POINT (-104.12555694580078 19.183889389038086)
644,"2012",6.2,19.824444,-97.80722,POINT (-97.80722045898438 19.824443817138672)
645,"2012",6.2,20.229445,-99.21528,POINT (-99.21527862548828 20.22944450378418)
646,"2012",6.2,20.510279,-97.66805,POINT (-97.66805267333984 20.510278701782227)
647,"2012",6.2,20.766666,-104.1,POINT (-104.0999984741211 20.766666412353516)
648,"2012",6.2,21.48639,-103.020836,POINT (-103.02083587646484 21.48638916015625)
649,"2012",6.2,21.725834,-102.272224,POINT (-102.27222442626953 21.725833892822266)
650,"2012",6.2,22.078888,-102.273056,POINT (-102.27305603027344 22.078887939453125)
651,"2012",6.2,22.090555,-101.11528,POINT (-101.11528015136719 22.09055519104004)
652,"2012",6.2,22.642778,-103.001945,POINT (-103.00194549560547 22.642778396606445)
653,"2012",6.2,23.178055,-99.46139,POINT (-99.46138763427734 23.178054809570312)
654,"2012",6.2,23.453611,-99.50916,POINT (-99.50916290283203 23.453611373901367)
655,"2012",6.2,24.393888,-101.096664,POINT (-101.09666442871094 24.393888473510742)
656,"2012",6.2,25.505556,-103.65389,POINT (-103.65389251708984 25.505556106567383)
657,"2012",6.2,29.540833,-110.119446,POINT (-110.11944580078125 29.54083251953125)
658,"2012",6.2,25.433332,-101.0,POINT (-101 25.433332443237305)
659,"2012",6.3,16.139166,-96.44583,POINT (-96.44583129882812 16.1391658782959)
660,"2012",6.3,17.966667,-97.416664,POINT (-97.41666412353516 17.96666717529297)
661,"2012",6.3,18.928612,-99.728615,POINT (-99.7286148071289 18.928611755371094)
662,"2012",6.3,19.989445,-100.589165,POINT (-100.58916473388672 19.989444732666016)
663,"2012",6.3,20.214445,-100.88583,POINT (-100.88583374023438 20.214445114135742)
664,"2012",6.3,20.675278,-101.84417,POINT (-101.84416961669922 20.675277709960938)
665,"2012",6.3,21.021944,-101.253334,POINT (-101.25333404541016 21.021944046020508)
666,"2012",6.3,21.04861,-101.83833,POINT (-101.83833312988281 21.04861068725586)
667,"2012",6.3,21.16,-100.92472,POINT (-100.92472076416016 21.15999984741211)
668,"2012",6.3,21.3575,-102.84556,POINT (-102.8455581665039 21.357500076293945)
669,"2012",6.3,21.757223,-102.30222,POINT (-102.3022232055664 21.75722312927246)
670,"2012",6.3,22.778889,-102.56695,POINT (-102.56694793701172 22.778888702392578)
671,"2012",6.3,30.355278,-108.93166,POINT (-108.9316635131836 30.35527801513672)
672,"2012",6.3,30.776945,-110.86083,POINT (-110.86083221435547 30.776945114135742)
673,"2012",6.3,32.490555,-116.68389,POINT (-116.68389129638672 32.49055480957031)
674,"2012",6.4,17.288055,-97.36806,POINT (-97.36805725097656 17.288055419921875)
675,"2012",6.4,19.05,-98.166664,POINT (-98.16666412353516 19.049999237060547)
676,"2012",6.4,20.127222,-101.028336,POINT (-101.02833557128906 20.127222061157227)
677,"2012",6.4,20.8575,-102.22,POINT (-102.22000122070312 20.857500076293945)
678,"2012",6.4,20.927778,-103.02333,POINT (-103.02333068847656 20.927778244018555)
679,"2012",6.4,21.072222,-101.19611,POINT (-101.19611358642578 21.072221755981445)
680,"2012",6.4,21.2325,-101.63917,POINT (-101.63916778564453 21.232500076293945)
681,"2012",6.4,22.313334,-102.16583,POINT (-102.16583251953125 22.31333351135254)
682,"2012",6.4,22.620277,-103.65305,POINT (-103.6530532836914 22.620277404785156)
683,"2012",6.4,22.745556,-102.369446,POINT (-102.36944580078125 22.745555877685547)
684,"2012",6.4,25.87861,-104.1625,POINT (-104.1624984741211 25.878610610961914)
685,"2012",6.4,26.741667,-104.33806,POINT (-104.33805847167969 26.741666793823242)
686,"2012",6.5,16.154167,-91.86806,POINT (-91.86805725097656 16.15416717529297)
687,"2012",6.5,19.81639,-100.41556,POINT (-100.41555786132812 19.816389083862305)
688,"2012",6.5,20.298334,-101.06695,POINT (-101.06694793701172 20.2983341217041)
689,"2012",6.5,20.479723,-99.22389,POINT (-99.22389221191406 20.47972297668457)
690,"2012",6.5,20.8425,-101.59389,POINT (-101.59388732910156 20.842500686645508)
691,"2012",6.5,21.105,-101.55222,POINT (-101.5522232055664 21.104999542236328)
692,"2012",6.5,21.870556,-102.34917,POINT (-102.34916687011719 21.870555877685547)
693,"2012",6.5,22.598055,-100.14472,POINT (-100.14472198486328 22.598054885864258)
694,"2012",6.5,23.605278,-99.20306,POINT (-99.20305633544922 23.60527801513672)
695,"2012",6.5,24.700834,-100.41639,POINT (-100.41638946533203 24.700834274291992)
696,"2012",6.6,17.283056,-96.88306,POINT (-96.883056640625 17.283056259155273)
697,"2012",6.6,18.758612,-99.9925,POINT (-99.99250030517578 18.75861167907715)
698,"2012",6.6,19.57611,-98.91389,POINT (-98.91388702392578 19.57611083984375)
699,"2012",6.6,19.823334,-101.03833,POINT (-101.038330078125 19.823333740234375)
700,"2012",6.6,19.978333,-103.26056,POINT (-103.26055908203125 19.97833251953125)
701,"2012",6.6,20.10111,-101.395836,POINT (-101.39583587646484 20.101110458374023)
702,"2012",6.6,20.110556,-100.72361,POINT (-100.7236099243164 20.11055564880371)
703,"2012",6.6,22.245,-100.65528,POINT (-100.65528106689453 22.2450008392334)
704,"2012",6.6,23.17389,-102.89083,POINT (-102.89083099365234 23.17388916015625)
705,"2012",6.6,25.20139,-111.55972,POINT (-111.55972290039062 25.20138931274414)
706,"2012",6.6,26.163889,-100.827774,POINT (-100.82777404785156 26.163888931274414)
707,"2012",6.7,18.883888,-98.38028,POINT (-98.38027954101562 18.883888244628906)
708,"2012",6.7,19.919722,-100.01222,POINT (-100.01222229003906 19.919721603393555)
709,"2012",6.7,19.9325,-102.94444,POINT (-102.94444274902344 19.9325008392334)
710,"2012",6.7,20.500555,-104.77361,POINT (-104.77361297607422 20.50055503845215)
711,"2012",6.7,20.553612,-100.58278,POINT (-100.58277893066406 20.553611755371094)
712,"2012",6.7,20.707777,-100.835556,POINT (-100.83555603027344 20.70777702331543)
713,"2012",6.7,20.848333,-100.825836,POINT (-100.82583618164062 20.84833335876465)
714,"2012",6.7,20.920555,-101.6975,POINT (-101.69750213623047 20.920555114746094)
715,"2012",6.7,23.413334,-100.74416,POINT (-100.7441635131836 23.413333892822266)
716,"2012",6.7,24.63139,-102.782776,POINT (-102.78277587890625 24.631389617919922)
717,"2012",6.7,25.42,-104.28,POINT (-104.27999877929688 25.420000076293945)
718,"2012",6.7,25.489721,-100.388885,POINT (-100.38888549804688 25.489721298217773)
719,"2012",6.8,17.556944,-99.6875,POINT (-99.6875 17.556943893432617)
720,"2012",6.8,18.2225,-99.2075,POINT (-99.2074966430664 18.22249984741211)
721,"2012",6.8,18.82611,-99.82,POINT (-99.81999969482422 18.82611083984375)
722,"2012",6.8,18.988333,-99.649445,POINT (-99.64944458007812 18.988332748413086)
723,"2012",6.8,19.383333,-100.38333,POINT (-100.38333129882812 19.383333206176758)
724,"2012",6.8,19.7625,-97.234726,POINT (-97.23472595214844 19.762500762939453)
725,"2012",6.8,19.82639,-100.87889,POINT (-100.87889099121094 19.82638931274414)
726,"2012",6.8,20.155,-99.355,POINT (-99.3550033569336 20.155000686645508)
727,"2012",6.8,20.369722,-100.554726,POINT (-100.55472564697266 20.369722366333008)
728,"2012",6.8,20.715834,-101.36972,POINT (-101.36972045898438 20.71583366394043)
729,"2012",6.8,20.880833,-101.85555,POINT (-101.85555267333984 20.88083267211914)
730,"2012",6.8,22.088333,-101.967224,POINT (-101.96722412109375 22.088333129882812)
731,"2012",6.8,22.247778,-100.553055,POINT (-100.55305480957031 22.247777938842773)
732,"2012",6.8,22.319723,-101.17667,POINT (-101.17666625976562 22.31972312927246)
733,"2012",6.8,23.699444,-101.93,POINT (-101.93000030517578 23.699443817138672)
734,"2012",6.8,24.092222,-100.38778,POINT (-100.38777923583984 24.092222213745117)
735,"2012",6.8,24.820555,-100.08305,POINT (-100.08305358886719 24.820554733276367)
736,"2012",6.8,25.23,-104.10667,POINT (-104.1066665649414 25.229999542236328)
737,"2012",6.8,27.647223,-113.443054,POINT (-113.44305419921875 27.6472225189209)
738,"2012",6.8,20.374166,-99.99834,POINT (-99.99833679199219 20.37416648864746)
739,"2012",6.8,20.857222,-99.89972,POINT (-99.89971923828125 20.857221603393555)
740,"2012",6.8,26.972778,-102.06778,POINT (-102.06777954101562 26.9727783203125)
741,"2012",6.9,19.285278,-99.65278,POINT (-99.65277862548828 19.2852783203125)
742,"2012",6.9,19.539722,-100.48222,POINT (-100.48222351074219 19.539722442626953)
743,"2012",6.9,20.871944,-101.244446,POINT (-101.24444580078125 20.871944427490234)
744,"2012",6.9,21.742222,-102.71694,POINT (-102.7169418334961 21.74222183227539)
745,"2012",6.9,22.128056,-102.35944,POINT (-102.35944366455078 22.128055572509766)
746,"2012",6.9,23.89889,-104.60445,POINT (-104.60444641113281 23.898889541625977)
747,"2012",6.9,24.9075,-111.29056,POINT (-111.29055786132812 24.907499313354492)
748,"2012",6.9,27.54861,-113.388885,POINT (-113.38888549804688 27.54861068725586)
749,"2012",6.9,30.374445,-109.6875,POINT (-109.6875 30.37444496154785)
750,"2012",6.9,24.814722,-102.95,POINT (-102.94999694824219 24.814722061157227)
751,"2012",7.0,17.266666,-96.54972,POINT (-96.54972076416016 17.266666412353516)
752,"2012",7.0,19.0125,-98.193054,POINT (-98.19305419921875 19.012500762939453)
753,"2012",7.0,19.815277,-97.36,POINT (-97.36000061035156 19.815277099609375)
754,"2012",7.0,19.960556,-102.58444,POINT (-102.58444213867188 19.960556030273438)
755,"2012",7.0,20.439444,-103.6325,POINT (-103.63249969482422 20.439443588256836)
756,"2012",7.0,20.522223,-101.11833,POINT (-101.11833190917969 20.5222225189209)
757,"2012",7.0,20.719723,-100.763336,POINT (-100.76333618164062 20.719722747802734)
758,"2012",7.0,22.147223,-102.27917,POINT (-102.27916717529297 22.1472225189209)
759,"2012",7.0,22.232779,-102.44361,POINT (-102.44361114501953 22.232778549194336)
760,"2012",7.0,22.284445,-103.73583,POINT (-103.73583221435547 22.28444480895996)
761,"2012",7.0,22.831944,-101.9125,POINT (-101.9124984741211 22.83194351196289)
762,"2012",7.0,25.261667,-111.774445,POINT (-111.77444458007812 25.261667251586914)
763,"2012",7.0,26.323889,-104.35111,POINT (-104.35111236572266 26.323888778686523)
764,"2012",7.0,30.050556,-111.021385,POINT (-111.0213851928711 30.050556182861328)
765,"2012",7.0,31.739445,-106.486946,POINT (-106.48694610595703 31.739444732666016)
766,"2012",7.1,18.858055,-98.595,POINT (-98.59500122070312 18.858055114746094)
767,"2012",7.1,20.382778,-101.17889,POINT (-101.17888641357422 20.38277816772461)
768,"2012",7.1,21.09639,-100.16278,POINT (-100.16278076171875 21.096389770507812)
769,"2012",7.1,21.499445,-103.55055,POINT (-103.55055236816406 21.49944496154785)
770,"2012",7.1,21.849722,-100.76222,POINT (-100.76222229003906 21.849721908569336)
771,"2012",7.1,22.097778,-102.87194,POINT (-102.87194061279297 22.0977783203125)
772,"2012",7.1,25.5,-105.25,POINT (-105.25 25.5)
773,"2012",7.1,26.685556,-103.74694,POINT (-103.74694061279297 26.685556411743164)
774,"2012",7.1,28.167223,-105.6275,POINT (-105.62750244140625 28.16722297668457)
775,"2012",7.1,29.055277,-109.23278,POINT (-109.23278045654297 29.05527687072754)
776,"2012",7.1,29.204445,-110.140274,POINT (-110.14027404785156 29.204444885253906)
777,"2012",7.1,30.533333,-111.11667,POINT (-111.11666870117188 30.53333282470703)
778,"2012",7.1,26.4825,-103.03528,POINT (-103.0352783203125 26.482500076293945)
779,"2012",7.2,19.357779,-98.99167,POINT (-98.99166870117188 19.357778549194336)
780,"2012",7.2,19.415833,-99.045555,POINT (-99.0455551147461 19.41583251953125)
781,"2012",7.2,19.465279,-99.07917,POINT (-99.07917022705078 19.46527862548828)
782,"2012",7.2,19.508333,-96.94945,POINT (-96.94944763183594 19.508333206176758)
783,"2012",7.2,19.590279,-96.94611,POINT (-96.94611358642578 19.59027862548828)
784,"2012",7.2,19.623333,-99.28222,POINT (-99.28221893310547 19.623332977294922)
785,"2012",7.2,20.725277,-102.812775,POINT (-102.81277465820312 20.725276947021484)
786,"2012",7.2,21.181667,-102.89056,POINT (-102.89055633544922 21.18166732788086)
787,"2012",7.2,21.652222,-102.98139,POINT (-102.98139190673828 21.6522216796875)
788,"2012",7.2,21.850277,-102.29083,POINT (-102.29083251953125 21.850276947021484)
789,"2012",7.2,21.95861,-102.47583,POINT (-102.475830078125 21.95861053466797)
790,"2012",7.2,22.650278,-102.49167,POINT (-102.49166870117188 22.650278091430664)
791,"2012",7.2,24.869444,-103.69833,POINT (-103.69833374023438 24.869443893432617)
792,"2012",7.2,30.399445,-111.53083,POINT (-111.53083038330078 30.399444580078125)
793,"2012",7.3,17.433056,-96.54972,POINT (-96.54972076416016 17.433055877685547)
794,"2012",7.3,22.053055,-100.458885,POINT (-100.4588851928711 22.053054809570312)
795,"2012",7.3,27.411112,-112.577774,POINT (-112.57777404785156 27.41111183166504)
796,"2012",7.3,29.270834,-110.63583,POINT (-110.63583374023438 29.27083396911621)
797,"2012",7.3,30.155556,-110.245,POINT (-110.24500274658203 30.155555725097656)
798,"2012",7.4,17.508612,-93.12,POINT (-93.12000274658203 17.50861167907715)
799,"2012",7.4,17.833055,-96.86667,POINT (-96.86666870117188 17.83305549621582)
800,"2012",7.4,19.285,-104.245,POINT (-104.24500274658203 19.28499984741211)
801,"2012",7.4,19.303333,-99.148056,POINT (-99.14805603027344 19.303333282470703)
802,"2012",7.4,20.054445,-103.104164,POINT (-103.10416412353516 20.054445266723633)
803,"2012",7.4,20.511389,-100.78917,POINT (-100.78916931152344 20.511388778686523)
804,"2012",7.4,20.581388,-100.82806,POINT (-100.82805633544922 20.581388473510742)
805,"2012",7.4,21.376667,-104.61833,POINT (-104.61833190917969 21.376667022705078)
806,"2012",7.4,22.05889,-103.361946,POINT (-103.36194610595703 22.058889389038086)
807,"2012",7.4,28.194166,-105.46361,POINT (-105.46360778808594 28.19416618347168)
808,"2012",7.4,29.11389,-109.96611,POINT (-109.96611022949219 29.113889694213867)
809,"2012",7.4,29.710556,-110.57056,POINT (-110.570556640625 29.710556030273438)
810,"2012",7.4,30.887777,-110.85,POINT (-110.8499984741211 30.88777732849121)
811,"2012",7.5,16.166666,-96.5,POINT (-96.5 16.16666603088379)
812,"2012",7.5,18.973888,-99.484726,POINT (-99.48472595214844 18.973888397216797)
813,"2012",7.5,19.007778,-100.04305,POINT (-100.04305267333984 19.00777816772461)
814,"2012",7.5,19.873333,-103.543335,POINT (-103.5433349609375 19.873332977294922)
815,"2012",7.5,19.985556,-102.28306,POINT (-102.2830581665039 19.98555564880371)
816,"2012",7.5,20.056944,-102.72389,POINT (-102.72389221191406 20.056943893432617)
817,"2012",7.5,20.380556,-104.82222,POINT (-104.82221984863281 20.380556106567383)
818,"2012",7.5,21.43361,-102.57389,POINT (-102.57389068603516 21.433610916137695)
819,"2012",7.5,21.801945,-102.273056,POINT (-102.27305603027344 21.801944732666016)
820,"2012",7.5,22.72889,-99.600555,POINT (-99.60055541992188 22.72888946533203)
821,"2012",7.5,23.4225,-100.11806,POINT (-100.11805725097656 23.422500610351562)
822,"2012",7.5,28.2,-105.46667,POINT (-105.46666717529297 28.200000762939453)
823,"2012",7.5,29.426945,-110.39222,POINT (-110.39221954345703 29.426944732666016)
824,"2012",7.5,20.521944,-100.44806,POINT (-100.44805908203125 20.521944046020508)
825,"2012",7.6,18.989721,-99.75584,POINT (-99.7558364868164 18.989721298217773)
826,"2012",7.6,19.146667,-96.95,POINT (-96.94999694824219 19.14666748046875)
827,"2012",7.6,20.510279,-101.62945,POINT (-101.62944793701172 20.510278701782227)
828,"2012",7.6,21.625555,-101.96639,POINT (-101.96639251708984 21.62555503845215)
829,"2012",7.6,25.020834,-100.077225,POINT (-100.07722473144531 25.02083396911621)
830,"2012",7.6,28.625,-109.9525,POINT (-109.95249938964844 28.625)
831,"2012",7.6,28.64611,-109.1075,POINT (-109.10749816894531 28.64611053466797)
832,"2012",7.7,16.310556,-91.974724,POINT (-91.97472381591797 16.310556411743164)
833,"2012",7.7,16.947779,-96.78222,POINT (-96.78221893310547 16.947778701782227)
834,"2012",7.7,19.01,-98.96,POINT (-98.95999908447266 19.010000228881836)
835,"2012",7.7,19.88611,-101.33611,POINT (-101.33611297607422 19.886110305786133)
836,"2012",7.7,20.30861,-101.172775,POINT (-101.17277526855469 20.308610916137695)
837,"2012",7.7,20.816944,-101.318886,POINT (-101.31888580322266 20.816944122314453)
838,"2012",7.7,21.404722,-103.11417,POINT (-103.11416625976562 21.404722213745117)
839,"2012",7.7,23.001112,-99.7125,POINT (-99.7125015258789 23.00111198425293)
840,"2012",7.7,24.518333,-99.38695,POINT (-99.38694763183594 24.518333435058594)
841,"2012",7.7,24.988056,-102.21306,POINT (-102.21305847167969 24.988056182861328)
842,"2012",7.7,26.169722,-100.46445,POINT (-100.46444702148438 26.169721603393555)
843,"2012",7.7,27.543888,-105.41194,POINT (-105.41194152832031 27.543888092041016)
844,"2012",7.7,28.896667,-110.25,POINT (-110.25 28.89666748046875)
845,"2012",7.7,29.807222,-109.14,POINT (-109.13999938964844 29.807222366333008)
846,"2012",7.7,27.00389,-101.72444,POINT (-101.72444152832031 27.003889083862305)
847,"2012",7.8,19.958055,-99.53167,POINT (-99.53166961669922 19.95805549621582)
848,"2012",7.8,20.125555,-101.19139,POINT (-101.19139099121094 20.12555503845215)
849,"2012",7.8,20.202778,-104.04889,POINT (-104.04888916015625 20.202777862548828)
850,"2012",7.8,20.420555,-103.59111,POINT (-103.59111022949219 20.420555114746094)
851,"2012",7.8,20.433056,-99.149445,POINT (-99.14944458007812 20.433055877685547)
852,"2012",7.8,20.518888,-101.173615,POINT (-101.17361450195312 20.518888473510742)
853,"2012",7.8,20.79861,-104.004166,POINT (-104.00416564941406 20.79861068725586)
854,"2012",7.8,20.943333,-101.430275,POINT (-101.4302749633789 20.94333267211914)
855,"2012",7.8,21.974445,-103.525,POINT (-103.5250015258789 21.974445343017578)
856,"2012",7.8,22.223612,-102.16889,POINT (-102.16889190673828 22.22361183166504)
857,"2012",7.8,23.542223,-110.14917,POINT (-110.149169921875 23.54222297668457)
858,"2012",7.8,29.825,-110.22611,POINT (-110.22611236572266 29.825000762939453)
859,"2012",7.8,29.903334,-109.3,POINT (-109.30000305175781 29.90333366394043)
860,"2012",7.9,17.71,-97.08305,POINT (-97.08305358886719 17.709999084472656)
861,"2012",7.9,17.723612,-100.875,POINT (-100.875 17.72361183166504)
862,"2012",7.9,19.455555,-96.94444,POINT (-96.94444274902344 19.455554962158203)
863,"2012",7.9,20.695833,-102.9525,POINT (-102.95249938964844 20.695833206176758)
864,"2012",7.9,20.794167,-98.73444,POINT (-98.73444366455078 20.794166564941406)
865,"2012",7.9,20.991667,-101.22722,POINT (-101.22721862792969 20.991666793823242)
866,"2012",7.9,21.172777,-101.69639,POINT (-101.6963882446289 21.17277717590332)
867,"2012",7.9,21.803888,-100.933334,POINT (-100.93333435058594 21.80388832092285)
868,"2012",7.9,22.132778,-100.05778,POINT (-100.05777740478516 22.13277816772461)
869,"2012",7.9,23.680555,-100.64445,POINT (-100.64444732666016 23.68055534362793)
870,"2012",7.9,23.695833,-110.119446,POINT (-110.11944580078125 23.695833206176758)
871,"2012",7.9,27.869167,-101.51945,POINT (-101.51944732666016 27.86916732788086)
872,"2012",8.0,17.25,-96.10667,POINT (-96.1066665649414 17.25)
873,"2012",8.0,19.039167,-99.09389,POINT (-99.09388732910156 19.039167404174805)
874,"2012",8.0,21.86,-102.66389,POINT (-102.66388702392578 21.860000610351562)
875,"2012",8.0,21.895555,-102.30861,POINT (-102.30860900878906 21.89555549621582)
876,"2012",8.0,22.661945,-99.90611,POINT (-99.90611267089844 22.661945343017578)
877,"2012",8.0,23.65,-100.183334,POINT (-100.18333435058594 23.649999618530273)
878,"2012",8.0,30.697779,-112.1,POINT (-112.0999984741211 30.697778701782227)
879,"2012",8.0,30.741667,-111.15833,POINT (-111.15833282470703 30.741666793823242)
880,"2012",8.0,31.86139,-112.85445,POINT (-112.85444641113281 31.86138916015625)
881,"2012",8.0,25.729723,-102.01278,POINT (-102.01277923583984 25.72972297668457)
882,"2012",8.1,16.117777,-92.05167,POINT (-92.05166625976562 16.11777687072754)
883,"2012",8.1,19.024166,-98.21555,POINT (-98.2155532836914 19.024166107177734)
884,"2012",8.1,19.395277,-99.09778,POINT (-99.0977783203125 19.39527702331543)
885,"2012",8.1,19.966667,-102.325,POINT (-102.32499694824219 19.96666717529297)
886,"2012",8.1,22.120832,-102.85917,POINT (-102.85916900634766 22.120832443237305)
887,"2012",8.1,24.828611,-111.21889,POINT (-111.21888732910156 24.828611373901367)
888,"2012",8.2,16.388056,-91.8625,POINT (-91.86250305175781 16.3880558013916)
