"id","year","temperaturamnimaextrema_acum","latitud","longitud","geom"
293,"2012",3.1,19.836666,-99.38361,POINT (-99.38361358642578 19.836666107177734)
294,"2012",3.1,20.118334,-98.88528,POINT (-98.8852767944336 20.11833381652832)
295,"2012",3.1,20.475555,-99.74,POINT (-99.73999786376953 20.475555419921875)
296,"2012",3.1,21.695,-101.024445,POINT (-101.02444458007812 21.69499969482422)
297,"2012",3.1,22.908611,-102.65972,POINT (-102.65972137451172 22.908611297607422)
298,"2012",3.1,26.738611,-105.16,POINT (-105.16000366210938 26.738611221313477)
299,"2012",3.1,25.376389,-101.01667,POINT (-101.01667022705078 25.376388549804688)
300,"2012",3.2,17.466667,-97.21667,POINT (-97.21666717529297 17.46666717529297)
301,"2012",3.2,19.132223,-98.077774,POINT (-98.07777404785156 19.13222312927246)
302,"2012",3.2,19.243334,-98.190834,POINT (-98.19083404541016 19.24333381652832)
303,"2012",3.2,19.595556,-99.35472,POINT (-99.35472106933594 19.595556259155273)
304,"2012",3.2,19.796112,-99.995,POINT (-99.99500274658203 19.796112060546875)
305,"2012",3.2,20.061111,-101.888885,POINT (-101.88888549804688 20.061111450195312)
306,"2012",3.2,20.198334,-100.363335,POINT (-100.36333465576172 20.198333740234375)
307,"2012",3.2,20.227222,-98.44861,POINT (-98.4486083984375 20.227222442626953)
308,"2012",3.2,21.223888,-103.605835,POINT (-103.6058349609375 21.223888397216797)
309,"2012",3.2,22.09111,-102.18139,POINT (-102.18138885498047 22.091110229492188)
310,"2012",3.2,22.438889,-102.25166,POINT (-102.25166320800781 22.438888549804688)
311,"2012",3.2,23.574444,-99.85667,POINT (-99.8566665649414 23.574443817138672)
312,"2012",3.2,23.634722,-101.39389,POINT (-101.39389038085938 23.634721755981445)
313,"2012",3.2,24.310556,-100.189445,POINT (-100.18944549560547 24.310556411743164)
314,"2012",3.2,24.365555,-100.11361,POINT (-100.11360931396484 24.365554809570312)
315,"2012",3.2,25.183332,-104.5625,POINT (-104.5625 25.183332443237305)
316,"2012",3.2,25.220556,-105.44889,POINT (-105.44889068603516 25.220556259155273)
317,"2012",3.2,25.116112,-102.632225,POINT (-102.6322250366211 25.116111755371094)
318,"2012",3.3,19.053333,-99.87889,POINT (-99.87889099121094 19.053333282470703)
319,"2012",3.3,19.7975,-99.87444,POINT (-99.87444305419922 19.797500610351562)
320,"2012",3.3,20.119722,-99.54444,POINT (-99.54444122314453 20.119722366333008)
