year,lluviatotalmensual_ACUM,latitud,longitud
2012,344.4,23.64583333,-100.7011111
2012,344.5,22.10083333,-102.0677778
2012,344.51,28.67055556,-106.1302778
2012,344.78,28.63333333,-106.0833333
2012,345,23.41333333,-100.7441667
2012,345.2,26.23111111,-104.4983333
2012,345.5,22.65333333,-102.355
2012,346.17,30.00361111,-110.215
2012,346.36,21.95472222,-99.99638889
2012,346.82,22.67305556,-102.0408333
2012,347,22.45305556,-102.3472222
2012,347.5,26.76416667,-112.4186111
2012,347.8,20.66416667,-99.13666667
2012,347.8,24.70083333,-100.4163889
2012,348.19,21.84972222,-100.7622222
2012,348.4,24.71,-100.3033333
2012,348.54,22.65722222,-102.4958333
2012,348.8,20.69027778,-90.4525
2012,349.47,22.40194444,-99.59944444
2012,349.68,30.33583333,-110.1675
2012,350.5,23.23166667,-103.6438889
2012,351.31,22.14722222,-102.2791667
2012,351.4,26.85333333 ,-101.1113889 
2012,351.83,23.48222222,-109.7183333
2012,352,21.87361111,-101.2677778
2012,352,25.33805556 ,-100.5302778 
2012,353.34,31.22833333,-110.5933333
2012,353.5,24.32277778,-99.91027778
2012,353.62,24.83888889,-111.1272222
2012,353.71,25.03222222,-111.6702778
2012,354,24.64055556,-103.6983333
2012,354.87,27.52944444,-109.4011111
2012,355.2,22.54805556,-102.7908333
2012,355.71,19.80916667,-100.1294444
2012,355.8,24.84333333,-100.3208333
2012,356.2,24.09583333,-103.4886111
2012,357.14,20.37388889,-99.32638889
2012,358.1,27.3125 ,-102.3963889 
2012,360.5,28.48722222 ,-100.9166667 
2012,362.11,25.83222222,-103.8466667
2012,362.11,28.71333333,-110.3483333
2012,363,27.06388889,-100.0133333
2012,363.44,27.48388889,-110.0130556
2012,364.5,23.73555556,-103.3872222
2012,365,21.73111111,-102.4527778
2012,365.21,24.00166667,-103.9608333
2012,365.79,29.21333333,-110.7286111
2012,366.02,29.22972222,-110.7061111
2012,366.6,25.80111111,-109.035
2012,366.7,23.47388889,-103.5813889
2012,367.3,22.31333333,-102.1658333
2012,368.1,24.53333333,-100.8833333
2012,369.3,23.58,-103.2638889
2012,369.43,21.86361111,-100.0280556
2012,369.5,23.44861111,-110.2233333
2012,369.5,28.71527778,-107.2458333
2012,370.5,18.88083333,-97.43527778
2012,370.5,24.10305556,-99.81833333
2012,370.51,30.21055556,-108.9572222
2012,371,25.20138889,-111.5597222
2012,372.49,27.07194444,-109.4433333
2012,372.5,20.43305556,-99.14944444
2012,373.64,29.19,-108.1413889
2012,373.9,23.47,-104.3986111
2012,375,21.86,-102.6638889
2012,375,22.24777778,-100.5530556
2012,375.3,29.00361111,-110.1377778
2012,377,23.86111111,-110.6555556
2012,377.3,20.85722222 ,-99.89972222 
2012,377.5,24.56666667,-100.2383333
2012,377.67,22.02583333,-100.1777778
2012,377.92,28.46666667,-109.5333333
2012,378.2,21.97583333,-102.0619444
2012,379.3,20.52972222,-98.63527778
2012,379.5,21.80194444,-102.2730556
2012,379.7,20.0725,-98.65333333
2012,381.65,19.58083333,-97.24777778
2012,382.17,23.96444444,-104.735
2012,383.06,22.48638889,-101.7911111
2012,383.71,22.14138889,-102.4152778
2012,383.92,21.90916667,-102.0869444
2012,384.2,21.555,-101.4091667
2012,384.6,25.5625,-108.4611111
2012,385.36,22.00416667,-99.64638889
2012,386.5,25.88694444,-98.80916667
2012,387.38,19.37027778,-97.35583333
2012,387.4,26.11722222,-100.2283333
2012,388.15,19.29138889,-97.34194444
2012,388.86,26.38555556,-105.3772222
2012,389,23.49194444,-104.3875
2012,389.1,22.45277778,-98.19722222
2012,389.5,17.96666667,-97.41666667
2012,390,19.95833333,-102.6
2012,390,23.75555556,-110.2705556
2012,390.47,30.05055556,-111.0213889
2012,390.73,19.41194444,-97.39388889
2012,390.82,22.82361111,-102.9516667
2012,392.53,23.33638889,-104.1675
2012,392.53,26.12694444,-105.0166667
2012,392.57,21.65111111,-99.83055556
2012,392.93,24.00138889,-103.0194444
2012,393.05,30.53333333,-111.1166667
2012,393.47,26.01277778,-111.3433333
2012,393.48,21.45,-100.6636111
2012,393.5,25.42,-104.28
2012,394.02,23.43888889,-110.0694444
2012,394.42,30.39944444,-111.5308333
2012,394.5,19.34638889,-97.45611111
2012,394.7,22.77194444,-103.9441667
2012,395.3,22.18861111,-102.4641667
2012,395.3,32.56888889,-116.6611111
2012,395.89,27.17111111,-109.3583333
2012,396,21.29916667,-100.5166667
2012,396,22.09111111,-102.1813889
2012,396.2,21.475,-100.9191667
2012,396.63,23.80694444,-110.0583333
2012,398,24.46972222,-111.0016667
2012,398.64,22.12805556,-102.3594444
2012,399.37,19.17194444,-99.80611111
2012,399.5,25.12833333,-99.04027778
2012,399.6,25.95916667,-100.2927778
2012,400.5,24.36555556,-100.1136111
2012,400.8,25.08472222,-100.3333333
2012,400.81,22.34722222,-101.7158333
2012,401.56,27.40944444,-110.0375
2012,402.92,20.44055556,-99.37416667
2012,403.5,24.66694444,-99.25388889
2012,405,25.48972222,-100.3888889
2012,405.03,23.69583333,-110.1194444
2012,406.68,23.73777778,-103.9797222
2012,407,23.65,-100.1833333
2012,407.7,25.80138889,-99.17555556
2012,408.4,26.13166667,-99.74444444
2012,408.51,22.09777778,-102.8719444
2012,409.5,25.85444444,-99.94333333
2012,409.71,18.07916667,-102.6561111
2012,410.24,22.20277778,-102.135
2012,412.01,30.81194444,-110.7125
2012,412.79,24.51805556,-104.7833333
2012,413.71,27.45444444,-105.8069444
2012,414,27.84666667 ,-101.1227778 
2012,414.58,23.98055556,-110.15
2012,415,24.19583333,-102.9783333
2012,415.24,22.12083333,-102.8591667
2012,415.5,19.00472222,-103.7313889
2012,415.6,29.20444444,-110.1402778
2012,415.72,22.23972222,-102.0888889
2012,417.25,22.08833333,-101.9672222
2012,417.38,22.4875,-102.46
2012,417.5,19.11777778,-103.7455556
2012,417.71,19.20055556,-102.8372222
2012,418.94,21.19527778,-101.6675
2012,419,25.20805556 ,-100.8297222 
2012,419.5,22.11777778,-101.3991667
2012,420.23,22.07888889,-102.2730556
2012,420.55,22.00083333,-102.1988889
2012,421.74,19.90861111,-99.12638889
2012,421.8,23.59138889,-109.6791667
2012,422.4,16.80055556,-99.17916667
2012,422.5,25.02638889,-100.5486111
2012,424,25.59722222,-111.3361111
2012,424.31,18.98388889,-97.44166667
2012,424.41,19.96055556,-102.5844444
2012,424.5,24.55277778,-103.9641667
2012,426.09,23.68055556,-100.6444444
2012,426.5,21.91638889,-101.9694444
2012,427,26.00444444,-105.5266667
2012,427.26,22.15277778,-101.7069444
2012,427.85,19.50555556,-98.88194444
2012,428,22.23111111,-102.3152778
2012,428,22.48527778,-99.56277778
2012,429.16,18.29583333,-97.16388889
2012,429.24,22.08305556,-102.0911111
2012,429.8,24.70027778,-99.85527778
2012,431.5,25.22222222,-108.1902778
2012,431.7,18.41527778,-98.01666667
2012,431.76,24.02861111,-104.3494444
2012,431.82,20.09888889,-99.12194444
2012,431.9,25.22055556,-105.4488889
2012,433.4,21.04194444,-101.4361111
2012,434.5,29.91277778,-110.2133333
2012,434.6,24.80833333,-105.1338889
2012,435.5,23.62916667,-99.30444444
2012,435.62,22.91166667,-103.2780556
2012,436.64,26.41638889,-108.6177778
2012,437.25,25.26166667,-111.7744444
2012,437.3,18.90222222,-103.7919444
2012,438.29,24.82861111,-111.2188889
2012,438.8,26.11527778,-100.3605556
2012,439.2,28.75972222,-107.6975
2012,441.18,22.84083333,-99.19138889
2012,441.54,22.36277778,-102.2969444
2012,442.5,21.95861111,-102.4758333
2012,442.71,18.85861111,-97.46305556
2012,442.97,23.47194444,-103.88
2012,443.1,29.71055556,-110.5705556
2012,443.6,26.08416667,-105.5658333
2012,444.3,21.9725,-102.3625
2012,444.53,23.63472222,-103.6397222
2012,445,32.00361111,-115.9483333
2012,445.4,29.53472222,-109.5316667
2012,445.95,24.54027778,-104.8102778
2012,447.04,23.2375,-110.0680556
2012,447.45,19.23638889,-102.77
2012,447.5,23.44111111,-109.7944444
2012,447.5,25.69138889,-99.63055556
2012,447.52,24.68472222,-110.8444444
2012,447.87,27.24888889,-109.0583333
2012,448,21.8375,-102.5222222
2012,448.08,22.34722222,-102.7966667
2012,448.23,20.28861111,-99.41111111
2012,449.22,22.23277778,-102.4436111
2012,449.58,20.30944444,-99.7225
2012,449.95,19.38527778,-97.28916667
2012,451.17,20.47555556,-99.74
2012,451.61,21.50277778,-102.6525
2012,452.71,21.15222222,-100.9513889
2012,453.3,23.53333333,-110.0744444
2012,453.31,20.51166667,-100.9513889
2012,453.84,22.43194444,-100.2808333
2012,454,26.22472222,-111.475
2012,455,26.52555556,-105.3733333
2012,455.4,22.91888889,-104.0086111
2012,455.53,20.11833333,-98.88527778
2012,456.3,21.85972222,-100.0763889
2012,456.7,21.98638889,-102.35
2012,457,29.12666667,-110.3147222
2012,457.13,26.98361111,-109.2230556
2012,457.9,24.84722222,-98.15833333
2012,458,20.11777778,-102.3741667
2012,458.02,20.12083333,-98.74916667
2012,458.18,22.68611111,-103.6025
2012,458.97,22.64277778,-103.0019444
2012,459.44,20.33722222,-98.36194444
2012,460.05,23.80222222,-110.1091667
2012,461.18,21.46166667,-103.0866667
2012,461.64,21.04083333,-100.6405556
2012,464.07,30.45194444,-111.2061111
2012,464.34,21.13916667,-100.3305556
2012,464.7,28.05055556,-113.3997222
2012,465.1,25.35,-105.1
2012,465.89,21.10777778,-100.8780556
2012,466.15,19.49,-97.49444444
2012,466.17,26.44055556,-105.5027778
2012,466.66,21.89555556,-102.3086111
2012,467,23.62388889,-103.9177778
2012,467.2,20.83722222,-88.52694444
2012,467.61,29.54083333,-110.1194444
2012,467.8,24.52694444,-104.6555556
2012,468.35,25.73361111,-100.3047222
2012,469,24.05361111,-105.0086111
2012,469.14,20.64138889,-98.82861111
2012,469.5,18.83694444,-97.54722222
2012,470,21.64305556,-101.4788889
2012,470.4,20.05694444,-102.7238889
2012,470.5,25.50138889,-99.52138889
2012,471.02,19.48611111,-97.26416667
2012,471.1,22.67166667,-100.9155556
2012,471.53,30.07,-109.0886111
2012,472.5,24.9075,-111.2905556
2012,474.31,21.63166667,-102.3911111
2012,474.7,19.31805556,-97.64722222
2012,474.83,21.62555556,-101.9663889
2012,475,18.2025,-97.4525
2012,475,23.17833333,-109.7016667
2012,475,25.36694444 ,-100.6205556 
2012,475.43,26.97277778 ,-102.0677778 
2012,475.5,19.83666667,-99.38361111
2012,475.5,21.77861111,-102.1038889
2012,477.7,21.96222222,-102.3505556
2012,478.54,29.42694444,-110.3922222
2012,478.65,24.20527778,-104.6580556
2012,479.1,17.93111111,-99.60138889
2012,479.12,24.97694444,-104.7688889
2012,479.2,24.31361111,-100.0319444
2012,479.52,19.51944444,-98.8125
2012,479.65,21.78055556,-102.3716667
2012,480.8,20.87194444,-101.2444444
2012,481.2,21.93777778,-100.5844444
2012,481.5,19.65527778,-98.22888889
2012,483.15,19.52972222,-98.72666667
2012,483.6,22.01888889,-101.9991667
2012,484.02,30.15555556,-110.245
2012,485.21,21.01194444,-100.3652778
2012,487.01,21.65,-101.4797222
2012,487.05,30.615,-110.9488889
2012,487.1,21.87722222,-102.4633333
2012,487.48,22.4,-103.7261111
2012,487.97,24.53833333,-104.3330556
2012,488,19.96388889,-99.31194444
2012,488,23.28861111,-109.4377778
2012,488.17,19.87277778,-98.71805556
2012,488.2,19.84833333,-98.67083333
2012,488.26,21.89777778,-101.9925
2012,488.5,22.05305556,-100.4588889
2012,490.5,22.84472222,-103.3825
2012,492.32,21.86611111,-101.5930556
2012,492.47,26.51583333,-108.5972222
2012,493.3,17.68666667,-97.39166667
2012,493.3,21.78277778,-102.5175
2012,494,25.5,-105.25
2012,494.44,22.00027778,-102.8891667
2012,495.13,20.37472222,-99.80888889
2012,495.2,25.83194444,-99.62444444
2012,496,23.4225,-100.1180556
2012,496.14,20.15472222,-98.27388889
2012,497.08,21.43361111,-102.5738889
2012,497.49,17.89,-96.99055556
2012,497.5,21.80944444,-102.1297222
2012,498.79,25.12222222,-111.9541667
2012,499,18.98277778,-103.5308333
2012,499.05,19.89777778,-99.33666667
2012,499.06,30.77694444,-110.8608333
2012,499.2,19.57416667,-103.9127778
2012,499.39,22.16638889,-101.9519444
2012,500.18,20.38277778,-101.1788889
2012,501.14,21.87055556,-102.3491667
2012,501.6,23.89305556,-110.1430556
2012,504.05,19.53194444,-98.91055556
2012,504.36,20.22555556,-99.88916667
2012,504.75,19.57611111,-98.91388889
2012,506.5,23.09194444,-103.6711111
2012,507,25.48944444 ,-102.9425 
2012,507.18,20.70777778,-100.8355556
2012,507.3,21.17277778,-101.6963889
2012,507.9,24.80694444,-104.9219444
2012,508,24.75416667,-98.53472222
2012,508.06,20.00972222,-103.5152778
2012,508.96,21.65222222,-102.9813889
2012,509.5,23.86944444,-110.0708333
2012,510.29,21.35305556,-101.8472222
2012,510.4,19.77472222,-99.16694444
2012,511.13,19.6725,-99.68333333
2012,511.37,20.02194444,-99.93083333
2012,511.6,24.59416667,-99.99694444
2012,512.1,21.48277778,-101.2166667
2012,513.21,19.26277778,-99.00361111
2012,514.1,29.11388889,-109.9661111
2012,514.21,19.63888889,-97.10972222
2012,514.3,22.71277778,-98.85194444
2012,515.26,19.33388889,-99.13222222
2012,516.42,20.51138889,-100.7891667
2012,516.8,25.71805556,-99.25583333
2012,520,23.98333333,-99.75
2012,520.02,20.20194444,-101.8269444
2012,520.79,23.73222222,-99.17722222
2012,521,20.88083333,-101.8555556
2012,521.08,19.91444444,-104.0636111
2012,521.9,20.58333333 ,-100.4 
2012,522.4,20.08416667,-98.3575
2012,522.4,23.05305556,-109.915
2012,522.53,20.90555556,-103.7263889
2012,522.82,20.33722222,-102.0213889
2012,524.6,21.15583333,-100.9177778
2012,524.88,20.63944444,-99.32777778
2012,527.19,20.15305556,-98.87
2012,527.53,21.16527778,-90.03055556
2012,528.03,23.69027778,-109.9444444
2012,529.1,22.12333333,-102.5111111
2012,530,20.49277778,-90.0775
2012,530.25,20.71583333,-101.3697222
2012,530.9,21.845,-100.4866667
2012,532.4,22.61138889,-104.0508333
2012,532.5,24.72472222,-104.875
2012,533,21.07972222,-101.6066667
2012,533,22.245,-100.6552778
2012,533.4,19.65833333,-98.55
2012,533.5,18.34777778,-99.4775
2012,533.51,21.28472222,-102.4972222
2012,533.65,21.85027778,-102.2908333
2012,533.84,18.33194444,-97.47444444
2012,534.18,20.05444444,-103.1041667
2012,534.2,21.3225,-101.1066667
2012,534.4,21.885,-102.1091667
2012,534.92,23.76666667,-98.2
2012,535.01,18.96888889,-97.95833333
2012,535.05,20.44666667,-101.5363889
2012,535.6,25.54222222,-100.0086111
2012,536.17,20.155,-99.355
2012,536.53,22.62027778,-103.6530556
2012,537.77,21.75722222,-102.3022222
2012,538.15,21.22,-100.4961111
2012,538.93,21.29888889,-104.8766667
2012,539,28.4,-109.8833333
2012,539.01,21.56333333,-102.4394444
2012,539.1,19.10027778,-103.6205556
2012,539.11,19.10694444,-99.61722222
2012,539.2,21.89027778,-102.8325
2012,539.53,24.93,-111.6283333
2012,539.97,19.75083333,-98.94944444
2012,540.4,24.91083333,-99.68583333
2012,540.53,16.4175,-95.59888889
2012,541,19.17166667,-103.8608333
2012,541.66,28.44416667,-110.3697222
2012,541.8,26.12861111,-106.3333333
2012,541.88,20.05083333,-100.1494444
2012,542,22.54444444,-103.5663889
2012,542.03,20.38055556,-98.96444444
2012,542.5,20.81694444,-101.3188889
2012,543.46,23.5625,-106.4666667
2012,543.7,20.52222222,-101.1183333
2012,544.5,19.13361111,-97.6625
2012,544.6,21.29388889,-89.60833333
2012,544.63,20.67583333,-101.1488889
2012,545.12,20.51888889,-101.1736111
2012,545.5,18.22777778,-97.57805556
2012,547.4,24.51777778,-99.97972222
2012,547.89,21.40472222,-103.1141667
2012,548.2,24.82055556,-100.0830556
2012,548.39,20.12694444,-99.74055556
2012,548.54,27.51944444,-109.2530556
2012,549.5,22.61944444,-99.62055556
2012,549.6,21.74805556,-102.1702778
2012,549.7,25.30638889,-99.73388889
2012,551,19.05611111,-103.7863889
2012,551.26,20.84833333,-100.8258333
2012,551.4,21.99666667,-102.6741667
2012,552.21,19.12972222,-97.73333333
2012,552.5,21.68916667,-99.47166667
2012,553.51,18.97388889,-99.48472222
2012,553.86,20.31944444,-101.4591667
2012,554,19.20333333,-104.335
2012,554,22.2075,-101.0222222
2012,554.81,19.61472222,-97.50111111
2012,555.03,20.66833333,-101.3372222
2012,555.34,28.625,-109.9525
2012,555.6,25.39583333,-99.54555556
2012,555.84,25.95333333,-105.3666667
2012,556.03,21.83666667,-102.7116667
2012,556.35,28.50138889,-107.47
2012,557,20.94777778,-101.4427778
2012,559,20.28138889,-101.0063889
2012,559.6,18.80333333,-103.7738889
2012,560.63,19.5925,-98.12555556
2012,561.2,21.48638889,-103.0208333
2012,561.2,22.16444444,-102.5541667
2012,562.09,20.87,-101.2947222
2012,562.4,22.1775,-102.5861111
2012,563.07,24.76555556,-107.7030556
2012,563.55,23.16638889,-97.95333333
2012,564.03,23.49833333,-100.7197222
2012,564.5,23.83444444,-105.0416667
2012,564.6,21.83527778,-102.1825
2012,565.88,23.96805556,-106.6083333
2012,566.45,16.78333333,-99.41888889
2012,566.6,25.10305556,-99.35111111
2012,566.96,16.71166667,-94.74833333
2012,567.44,21.04305556,-104.7538889
2012,567.99,21.11583333,-104.2608333
2012,568.38,17.8,-96.95
2012,568.6,20.1975,-99.95638889
2012,568.74,19.98555556,-102.2830556
2012,570.78,22.60916667,-103.9483333
2012,571,24.44111111,-98.49166667
2012,571.55,27.05944444,-109.0063889
2012,572.08,27.39861111,-108.8438889
2012,572.4,16.55,-96.36666667
2012,572.9,22.05888889,-103.3619444
2012,573.1,25.24916667,-99.57194444
2012,574.02,28.25777778,-109.2994444
2012,574.2,22.01666667,-100.3316667
2012,574.2,22.04,-98.41111111
2012,575,20.66777778,-100.6080556
2012,575.54,20.28027778,-100.8997222
2012,575.7,25.34611111,-100.28
2012,575.74,21.58972222,-88.1475
2012,576,17.67222222,-99.70111111
2012,576.93,19.47222222,-98.99166667
2012,577.09,23.33194444,-109.9472222
2012,577.1,17.83861111,-96.3675
2012,577.5,24.46361111,-100.2480556
2012,578.5,25.54416667,-100.5230556
2012,579.35,19.62277778,-97.81416667
2012,579.53,21.72388889,-102.8975
2012,580.7,24.97611111,-99.43944444
2012,581.51,16.75083333,-99.23472222
2012,582.2,24.90083333,-99.4975
2012,583,25.02083333,-100.0772222
2012,583.79,20.25777778,-102.5894444
2012,585.23,20.12861111,-101.7488889
2012,585.4,19.9,-100.6916667
2012,585.5,22.99666667,-109.8452778
2012,585.9,21.935,-102.5508333
2012,587.51,22.64972222,-103.6997222
2012,587.93,18.91416667,-101.7177778
2012,589.72,20.73527778,-101.2261111
2012,590,19.68944444,-99.87166667
2012,591.8,24.93805556,-99.38527778
2012,592.39,18.46388889,-97.39305556
2012,592.79,20.92055556,-101.6975
2012,593,23.2575,-98.60833333
2012,593.6,17.56666667,-99.41888889
2012,594.2,22.62777778,-103.8975
2012,594.52,22.28277778,-101.5808333
2012,595.14,20.12722222,-101.0283333
2012,595.86,21.16,-100.9247222
2012,596.52,30.88777778,-110.85
2012,596.68,21.60472222,-103.3377778
2012,596.8,19.58666667,-99.94555556
2012,596.8,20.8425,-101.5938889
2012,597.1,24.87194444,-99.57888889
2012,597.5,20.05388889,-100.6727778
2012,598,25.41722222,-99.99722222
2012,598.5,22.88194444,-109.9125
2012,599.31,19.71666667,-99.46666667
2012,600.2,20.30861111,-101.1727778
2012,600.7,20.19833333,-100.3633333
2012,600.99,20.15361111,-103.1844444
2012,601,20.91194444,-100.7436111
2012,601.6,19.70444444,-99.21916667
2012,603,23.72388889,-106.7816667
2012,603.16,20.97472222,-100.5933333
2012,604.4,21.58611111,-99.56666667
2012,604.9,24.8275,-107.3802778
2012,605.2,21.01472222,-101.2661111
2012,605.8,21.51361111,-87.68305556
2012,606.38,20.615,-99.11555556
2012,606.55,21.63333333,-99.25833333
2012,607.16,20.56527778,-101.1997222
2012,608.34,19.29888889,-97.76972222
2012,608.4,21.72583333,-102.2722222
2012,609.54,19.68861111,-101.1761111
2012,610.02,25.36333333,-106.7005556
2012,610.2,22.84444444,-99.33166667
2012,610.51,19.89722222,-101.0380556
2012,610.83,27.41194444,-108.8766667
2012,611.72,22.33305556,-103.4933333
2012,612.3,23.14333333,-110.0011111
2012,612.8,21.74222222,-102.7169444
2012,613,19.02333333,-97.56694444
2012,613.22,21.21111111,-101.4258333
2012,615.39,19.08527778,-97.54138889
2012,615.9,18.89833333,-97.72805556
2012,616,22.3575,-103.21
2012,616.45,20.30555556,-101.7827778
2012,617,21.07222222,-101.1961111
2012,617.01,20.11972222,-99.54444444
2012,617.8,21.05805556,-104.0513889
2012,617.86,24.89444444,-106.1208333
2012,618.65,21.23111111,-101.7052778
2012,618.8,24.52277778,-105.9516667
2012,619.79,20.53638889,-100.8166667
2012,620.12,19.84722222,-88.13777778
2012,620.35,19.42805556,-97.79888889
2012,620.4,22.59805556,-100.1447222
2012,621,23.69916667,-99.18805556
2012,621.46,20.54444444,-100.6855556
2012,621.5,19.59694444,-98.63194444
2012,621.91,20.21444444,-100.8858333
2012,622,20.455,-100.6208333
2012,622.4,19.9075,-100.3191667
2012,622.5,19.47666667,-99.09138889
2012,623,27.86916667 ,-101.5194444 
2012,623.4,18.33527778,-100.0725
2012,623.67,20.51027778,-101.6294444
2012,624,22.01694444,-100.375
2012,624,20.6 ,-100.4333333 
2012,624.14,19.24694444,-102.7686111
2012,624.38,20.11055556,-100.7236111
2012,625.06,19.96472222,-98.51305556
2012,625.21,25.93305556,-105.9516667
2012,626.61,21.26944444,-101.1355556
2012,626.95,18.90277778,-99.455
2012,627.28,20.37416667 ,-99.99833333 
2012,630.01,20.45638889,-98.91055556
2012,630.72,22.15666667,-103.2327778
2012,632,19.855,-99.96777778
2012,632.5,19.21138889,-103.8063889
2012,632.56,21.64944444,-103.3397222
2012,633.6,19.79611111,-99.995
2012,634.51,18.81027778,-98.95083333
2012,635,16.76666667,-99.23444444
2012,635,19.7975,-100.995
2012,635.75,17.54027778,-98.59055556
2012,636.11,19.50027778,-97.75805556
2012,636.3,18.65083333,-98.9925
2012,637.07,26.14166667,-111.4555556
2012,637.63,20.7625,-100.6147222
2012,637.77,24.95861111,-99.32972222
2012,637.95,20.71972222,-100.7633333
2012,638,16.50333333,-96.10833333
2012,639.5,19.21666667,-103.7130556
2012,639.72,19.96666667,-102.325
2012,639.74,20.92222222,-101.0611111
2012,639.98,16.63666667,-95.95972222
2012,640.4,22.22361111,-102.1688889
2012,640.83,20.94333333,-101.4302778
2012,641.3,20.05444444,-99.69027778
2012,641.4,19.46472222,-97.95805556
2012,642.5,21.2325,-101.6391667
2012,643.37,22.30694444,-103.5616667
2012,644.01,19.94,-104.2597222
2012,646.11,20.36972222,-100.5547222
2012,646.59,30.33055556,-110.7061111
2012,650.4,26.2225,-99.4825
2012,650.54,18.80416667,-98.95083333
2012,652.11,19.85416667,-98.30833333
2012,652.26,21.07861111,-101.8711111
2012,652.9,17.28305556,-96.88305556
2012,653.6,18.98277778,-97.35222222
2012,653.87,19.46527778,-99.07916667
2012,653.87,21.825,-103.7833333
2012,654.53,23.075,-110.0258333
2012,654.55,18.6125,-98.165
2012,654.7,17.46527778,-98.51805556
2012,655,16.66333333,-96.3075
2012,655.43,19.92111111,-100.8622222
2012,655.7,23.38777778,-104.2472222
2012,656.36,24.06555556,-98.39
2012,656.6,19.58666667,-98.4275
2012,657.7,18.33805556,-99.64666667
2012,658,18.72111111,-97.785
2012,658,22.66166667,-98.455
2012,658.64,22.6625,-103.3575
2012,658.7,22.62361111,-103.4116667
2012,659,25.87222222,-108.3236111
2012,659.16,24.2525,-99.43444444
2012,659.17,20.54777778,-104.0472222
2012,659.27,20.04444444,-98.36833333
2012,660.81,21.14833333,-102.6888889
2012,661.1,17.60333333,-99.93333333
2012,662.2,25.46944444,-108.0916667
2012,662.35,25.46666667,-108.0833333
2012,662.44,27.84083333,-109.3675
2012,663.82,24.98888889,-105.8916667
2012,664.13,20.7575,-88.93388889
2012,664.4,19.45361111,-99.23833333
2012,664.9,21.13611111,-101.6988889
2012,665.5,28.80277778,-106.4847222
2012,665.62,20.29,-103.1891667
2012,665.64,20.69583333,-102.9525
2012,666,29.05527778,-109.2327778
2012,666.58,21.29861111,-100.0925
2012,666.9,20.21944444,-98.57861111
2012,667.04,21.79444444,-102.8016667
2012,668.24,19.88888889,-102.205
2012,669.03,23.6525,-99.10388889
2012,669.37,16.30055556,-95.72666667
2012,669.6,22.42305556,-97.945
2012,669.67,19.99416667,-105.1625
2012,670.41,19.61027778,-98.64166667
2012,671.95,17.85,-97.18305556
2012,673.75,20.3375,-102.2830556
2012,676.1,18.97083333,-102.75
2012,676.19,19.46222222,-99.77555556
2012,676.24,21.03416667,-101.2558333
2012,678.5,29.25194444,-108.0927778
2012,678.63,18.98805556,-102.1030556
2012,679.51,18.86944444,-97.91972222
2012,679.72,20.39527778,-103.1355556
2012,679.96,17.75555556,-99.48111111
2012,680.18,20.28722222,-100.7602778
2012,680.45,24.79194444,-107.3980556
2012,681,19.82638889,-100.8788889
2012,681.2,19.68416667,-99.12666667
2012,681.27,20.23666667,-98.32416667
2012,681.7,19.08361111,-98.73833333
2012,682.69,16.57944444,-96.73722222
2012,683,17.92027778,-99.03861111
2012,683.76,20.99166667,-101.2272222
2012,684.3,19.37027778,-100.1569444
2012,685.81,19.17888889,-99.00277778
2012,687,18.47583333,-101.3591667
2012,687.4,18.736944,-102.788333
2012,687.6,25.23027778,-99.25416667
2012,688.13,18.29361111,-100.6758333
2012,688.67,23.82166667,-104.9261111
2012,688.8,19.45,-96.54416667
2012,689.3,18.88388889,-98.38027778
2012,689.91,20.14305556,-100.5188889
2012,690,20.18833333,-102.4333333
2012,690.01,21.04861111,-101.8383333
2012,692,19.52444444,-99.74138889
2012,692.2,19.96027778,-99.45722222
2012,692.2,21.36527778 ,-99.59027778 
2012,693,23.10833333,-109.8541667
2012,694.15,28.75,-109.6344444
2012,694.53,23.93916667,-98.93583333
2012,696,19.75305556,-99.64
2012,696.15,20.33555556,-103.0175
2012,696.5,25.73472222,-111.2694444
2012,697.03,17.655,-99.52527778
2012,697.33,21.3575,-102.8455556
2012,698.44,28.18277778,-108.2138889
2012,699.38,19.33888889,-99.68416667
2012,700,28.64611111,-109.1075
2012,700.6,16.47111111,-94.00388889
2012,701.5,28.42166667,-108.4216667
2012,702.3,22.49055556,-103.8388889
2012,702.9,20.1,-99.82
2012,703.09,20.95777778,-100.8933333
2012,703.92,21.56055556,-102.7863889
2012,704.26,19.91722222,-99.68
2012,705.1,19.14777778,-102.3325
2012,705.7,19.82333333,-101.0383333
2012,705.71,19.26722222,-99.95027778
2012,705.86,17.64444444,-101.5511111
2012,706,16.695,-95.28583333
2012,706.2,20.13305556,-98.66916667
2012,706.5,19.51972222,-98.26916667
2012,706.6,20.27583333,-101.3588889
2012,706.93,19.06527778,-101.4277778
2012,707.31,20.09416667,-103.3763889
2012,707.4,19.66916667,-99.83083333
2012,708.26,19.86472222,-98.35583333
2012,708.6,19.05361111,-101.4205556
2012,709.6,23.17222222,-109.9861111
2012,710,20.39805556,-100.8855556
2012,710.34,19.86166667,-99.9175
2012,710.9,25.21472222,-99.93833333
2012,711.09,18.475,-100.9763889
2012,711.37,23.50444444,-104.8244444
2012,712.75,24.61805556,-106.8166667
2012,712.93,19.0125,-102.2
2012,713.39,20.85916667,-90.4
2012,713.98,21.20694444,-103.4588889
2012,714.3,24.97388889,-100.2586111
2012,715.2,20.29944444,-98.86222222
2012,715.58,22.37611111,-103.9247222
