year,lluviatotalmensual_ACUM,latitud,longitud
2012,333.5,27.53388889,-99.97583333
2012,334.5,22.20833333,-102.0222222
2012,335,28.89666667,-110.25
2012,336,23.54222222,-110.1491667
2012,336.03,29.90333333,-109.3
2012,336.1,26.49333333,-99.52416667
2012,337.15,22.43888889,-102.2516667
2012,338,23.02944444,-101.75
2012,338.14,22.74694444,-102.5066667
2012,338.17,27.71805556,-109.9216667
2012,338.58,22.92583333,-103.1127778
2012,340.46,23.78333333,-102.1602778
2012,340.57,25.23,-104.1066667
2012,340.7,22.55,-99.08666667
2012,340.73,30.23583333,-109.8166667
2012,341,24.70555556,-103.5725
2012,341,30.59888889,-110.8958333
2012,341.01,23.06944444,-109.7069444
2012,342,24.31055556,-100.1894444
2012,342.55,22.18055556,-99.65277778
2012,342.95,22.62888889,-101.7166667
2012,343,17.86666667,-97.36666667
2012,343.1,29.825,-110.2261111
2012,343.71,23.59444444,-100.91
